rn,model_type,game_id,play_id,nfl_id,player_name,player_position,frame_id,pred_x,pred_y,gt_x,gt_y,error_l2,rmse,rmse_squared
1080,neural_net,2023111903,4310,56097,Carrington Valentine,CB,7,58.14482879638672,5.942079544067383,61.6,6.84,3.56993966215967,2.524328543539915,6.372234595730348
1081,neural_net,2023111903,4310,56097,Carrington Valentine,CB,8,58.46291732788086,5.899152755737305,62.3,6.83,3.948376884851343,2.791924069958601,7.794840012414199
1082,neural_net,2023111903,4310,56097,Carrington Valentine,CB,9,58.622318267822266,5.808885097503662,62.99,6.81,4.480945744103511,3.168507121784592,10.03943738079968
1083,neural_net,2023111903,4310,56097,Carrington Valentine,CB,10,59.03914260864258,5.714831352233887,63.67,6.79,4.754032793348074,3.361608826159648,11.300413900114444
1084,neural_net,2023111911,3254,53438,Pat Surtain II,CB,1,68.32650756835938,32.758636474609375,66.24,33.32,2.1607042464113326,1.5278486247760223,2.334321420229983
1085,neural_net,2023111911,3254,53438,Pat Surtain II,CB,2,68.07869720458984,32.43878173828125,66.33,32.62,1.7580619931392365,1.2431375570950915,1.545390985860352
1086,neural_net,2023111911,3254,53438,Pat Surtain II,CB,3,67.95501708984375,32.18875503540039,66.44,31.89,1.5441927838504232,1.091909188919967,1.1922656768478603
1087,neural_net,2023111911,3254,53438,Pat Surtain II,CB,4,67.9168701171875,31.855886459350582,66.57,31.14,1.5253040796032131,1.0785528580589376,1.163276267627103
1088,neural_net,2023111911,3254,53438,Pat Surtain II,CB,5,67.81404113769531,31.647705078125,66.72,30.38,1.674515504877029,1.1840612687005625,1.4020010880367857
1089,neural_net,2023111911,3254,53438,Pat Surtain II,CB,6,67.70458984375,31.27051544189453,66.88,29.62,1.8450337759368944,1.304635894483199,1.7020748171739768
1090,neural_net,2023111911,3254,53438,Pat Surtain II,CB,7,67.6585922241211,31.009910583496094,67.06,28.85,2.2413224621809027,1.5848543118338456,2.5117631897383323
1091,neural_net,2023111911,3254,53438,Pat Surtain II,CB,8,67.67045593261719,30.70572853088379,67.25,28.08,2.659179104379797,1.8803235770965243,3.5356167545850696
1092,neural_net,2023111911,3254,53438,Pat Surtain II,CB,9,67.37279510498047,30.46628189086914,67.44,27.32,3.146999560649108,2.2252647297260704,4.951803117362841
1093,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,1,26.758140563964844,27.908754348754883,25.56,28.54,1.3542569487485998,0.9576042719291378,0.917005941616934
1094,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,2,26.547513961791992,27.41998863220215,25.56,27.75,1.0411970647336304,0.7362375050246787,0.5420456638049638
1095,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,3,26.15032196044922,26.735715866088867,25.56,26.94,0.6246695321179293,0.4417080621612156,0.1951060121782163
1096,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,4,26.12425422668457,26.400426864624023,25.58,26.12,0.6122514921720332,0.4329271819064271,0.1874259448334406
1097,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,5,25.924245834350582,25.821664810180664,25.61,25.28,0.6262197785081127,0.4428042518962243,0.1960756054973749
1098,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,6,25.556564331054688,25.161767959594727,25.64,24.43,0.7365092379201917,0.520790676539904,0.2712229287708909
1099,neural_net,2023112300,1072,53542,Derrick Barnes,MLB,7,25.5505428314209,24.522247314453125,25.7,23.56,0.9737850581170032,0.6885700180126693,0.4741286697059677
1100,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,1,76.0486068725586,38.99436569213867,74.81,40.13,1.6804202646781723,1.1882365643972286,1.4119061329705291
1101,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,2,75.91266632080078,39.4666862487793,74.78,40.81,1.7571069485079782,1.2424622385599933,1.5437124142475096
1102,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,3,75.8779067993164,39.96102523803711,74.76,41.51,1.910245645239331,1.3507476494808028,1.8245192125779135
1103,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,4,75.56888580322266,40.390750885009766,74.73,42.22,2.012431791525135,1.4230041664628157,2.024940857770533
1104,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,5,75.56334686279297,40.886600494384766,74.71,42.95,2.232894620892759,1.5788949281082352,2.492909194005909
1105,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,6,75.61743927001953,41.46022033691406,74.7,43.7,2.4203941318197195,1.71147710375385,2.929153876673667
1106,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,7,75.44500732421875,41.96700286865234,74.69,44.47,2.6143891636783056,1.8486523062975568,3.417515349579275
1107,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,8,75.31197357177734,42.58019256591797,74.67,45.25,2.7459063716631413,1.9416490159063555,3.770000900970119
1108,neural_net,2023112601,2999,47855,Germaine Pratt,OLB,9,75.06614685058594,43.03013610839844,74.66,46.04,3.037142721409018,2.147584213739682,4.612117955103889
1109,neural_net,2023112602,596,46456,Darious Williams,CB,1,61.98616409301758,46.4261474609375,62.45,47.72,1.3744810444108293,0.9719048671152656,0.944599070722342
1110,neural_net,2023112602,596,46456,Darious Williams,CB,2,61.785343170166016,46.77045440673828,61.82,47.96,1.190050341079115,0.8414926661304061,0.7081099071512591
1111,neural_net,2023112602,596,46456,Darious Williams,CB,3,61.5640754699707,46.93723678588867,61.17,48.18,1.3037468628460616,0.921888247669138,0.8498779411904738
1112,neural_net,2023112602,596,46456,Darious Williams,CB,4,61.42823791503906,47.20061874389648,60.48,48.36,1.497771691721338,1.0590845198854053,1.1216600202608995
1113,neural_net,2023112602,596,46456,Darious Williams,CB,5,61.31571578979492,47.54243469238281,59.76,48.52,1.8373583072645183,1.299208518536177,1.6879427746369675
1114,neural_net,2023112602,596,46456,Darious Williams,CB,6,61.11442947387695,47.75677490234375,59.01,48.64,2.282259841396665,1.6138014102813163,2.604354991825965
1115,neural_net,2023112602,596,46456,Darious Williams,CB,7,60.99501419067383,47.99147033691406,58.24,48.75,2.8575287296185534,2.02057794214866,4.082735220297713
1116,neural_net,2023112602,596,46456,Darious Williams,CB,8,60.84440994262695,48.42950439453125,57.45,48.82,3.416797576166182,2.416040736048867,5.837252838247551
1117,neural_net,2023112602,596,46456,Darious Williams,CB,9,60.56351089477539,48.53853988647461,56.63,48.86,3.946624451845454,2.7906849126965616,7.787922281952215
1118,neural_net,2023112602,596,46456,Darious Williams,CB,10,60.25764083862305,48.987754821777344,55.8,48.88,4.458943030335359,3.152948853674625,9.941086473888134
1119,neural_net,2023112602,1728,55934,Tank Dell,WR,1,59.03898620605469,20.93658828735352,60.0,23.4,2.6442285790296274,1.869751959239118,3.4959723890785206
1120,neural_net,2023112602,1728,55934,Tank Dell,WR,2,59.25557327270508,20.441486358642575,60.27,22.64,2.42126492071499,1.7120928444866776,2.931261908142483
1121,neural_net,2023112602,1728,55934,Tank Dell,WR,3,59.4756088256836,19.707733154296875,60.52,21.88,2.4102896452358187,1.7043321527699653,2.904748086965504
1122,neural_net,2023112602,1728,55934,Tank Dell,WR,4,59.63623428344727,18.991174697875977,60.77,21.11,2.403090793322487,1.6992417957652906,2.887422680475649
1123,neural_net,2023112602,1728,55934,Tank Dell,WR,5,59.83842086791992,18.395532608032227,61.02,20.34,2.27532034751001,1.6088944470960598,2.588541341896536
1124,neural_net,2023112602,1728,55934,Tank Dell,WR,6,59.91045379638672,17.685819625854492,61.27,19.58,2.331584261732204,1.648679042378671,2.718142584778652
1125,neural_net,2023112602,1728,55934,Tank Dell,WR,7,60.02211380004883,17.01533317565918,61.51,18.82,2.338937299476306,1.6538784252298466,2.735313845440757
1126,neural_net,2023112602,1728,55934,Tank Dell,WR,8,60.395694732666016,16.38328742980957,61.76,18.08,2.177191403693634,1.5395068054928267,2.370081204158728
1127,neural_net,2023112602,1728,55934,Tank Dell,WR,9,60.52313232421875,15.65967082977295,62.01,17.35,2.251219267198024,1.5918524097735325,2.5339940945018022
1128,neural_net,2023112602,1728,55934,Tank Dell,WR,10,60.81987380981445,14.970190048217772,62.26,16.64,2.2050461942393174,1.5592031167762102,2.431114359364648
1129,neural_net,2023112603,632,54518,Alec Pierce,WR,1,48.19514083862305,10.953506469726562,47.43,11.09,0.7772200375281673,0.54957755901023,0.3020354933676428
1130,neural_net,2023112603,632,54518,Alec Pierce,WR,2,47.97766876220703,11.027502059936523,47.11,11.33,0.9188874167451252,0.6497515235274671,0.4221770423262647
1131,neural_net,2023112603,632,54518,Alec Pierce,WR,3,47.64484024047852,11.23270034790039,46.85,11.61,0.8798443245020269,0.6221438882438804,0.387063017679214
1132,neural_net,2023112603,632,54518,Alec Pierce,WR,4,47.58835983276367,11.399970054626465,46.66,11.92,1.0640879301891366,0.7524237912154961,0.5661415615871004
1133,neural_net,2023112603,632,54518,Alec Pierce,WR,5,47.4002799987793,11.639175415039062,46.52,12.24,1.0657781467755645,0.7536189548254332,0.5679415290721783
1134,neural_net,2023112603,632,54518,Alec Pierce,WR,6,47.16157150268555,11.77673625946045,46.45,12.56,1.0582230817167866,0.7482767170900658,0.5599180453390864
1135,neural_net,2023112603,632,54518,Alec Pierce,WR,7,47.16660690307617,11.94284439086914,46.44,12.86,1.1700991423627938,0.8273850382252949,0.6845660014790726
1136,neural_net,2023112603,632,54518,Alec Pierce,WR,8,46.93649291992188,12.191640853881836,46.45,13.12,1.0481059418376342,0.7411228188753044,0.5492630326576773
1137,neural_net,2023112603,632,54518,Alec Pierce,WR,9,46.81371688842773,12.112893104553224,46.51,13.34,1.2641342021989808,0.8938778667047456,0.7990176405846269
1138,neural_net,2023112603,632,54518,Alec Pierce,WR,10,46.60185623168945,12.22581386566162,46.59,13.51,1.2842408644241246,0.908095423911172,0.8246372989284112
1139,neural_net,2023112603,2168,52494,Zack Moss,RB,1,55.99077606201172,17.162748336791992,57.04,19.4,2.4710657369998525,1.7473073393903296,3.053082938287312
1140,neural_net,2023112603,2168,52494,Zack Moss,RB,2,56.149696350097656,16.77077293395996,57.32,18.9,2.4296539942412,1.7180248152649331,2.951609265866108
1141,neural_net,2023112603,2168,52494,Zack Moss,RB,3,56.38846969604492,16.202444076538086,57.58,18.4,2.4997992923404504,1.7676250312192652,3.124498250992908
1142,neural_net,2023112603,2168,52494,Zack Moss,RB,4,56.49828338623047,15.651021003723145,57.82,17.89,2.599992644774849,1.8384724301554425,3.3799808764416577
1143,neural_net,2023112603,2168,52494,Zack Moss,RB,5,56.678958892822266,15.21108627319336,58.06,17.39,2.5797169551292085,1.824135352513776,3.327469784290558
1144,neural_net,2023112603,2168,52494,Zack Moss,RB,6,56.82524108886719,14.65204906463623,58.28,16.9,2.6776121633506165,1.8933577180928027,3.584803448661585
1145,neural_net,2023112603,2168,52494,Zack Moss,RB,7,56.903411865234375,14.160661697387695,58.51,16.43,2.780471500748205,1.9660902530749929,3.865510883236489
1146,neural_net,2023112603,2168,52494,Zack Moss,RB,8,57.18541717529297,13.64661979675293,58.73,15.97,2.7899519119906606,1.97279391615297,3.8919158356101713
1147,neural_net,2023112603,2168,52494,Zack Moss,RB,9,57.39157104492188,13.070608139038086,58.94,15.52,2.897784104703246,2.0490427908502538,4.198576358735397
1148,neural_net,2023112605,1897,53529,Elijah Molden,FS,1,32.01603317260742,14.824959754943848,31.94,15.53,0.7091281904462607,0.5014293521950965,0.2514313952427942
1149,neural_net,2023112605,1897,53529,Elijah Molden,FS,2,32.38456344604492,14.851325988769531,32.68,15.6,0.8048574609859631,0.5691201685517616,0.3238977662523855
1150,neural_net,2023112605,1897,53529,Elijah Molden,FS,3,32.632503509521484,14.867895126342772,33.44,15.67,1.1381664247726653,0.8048051970756002,0.6477114052398956
1151,neural_net,2023112605,1897,53529,Elijah Molden,FS,4,32.74878692626953,14.99346923828125,34.23,15.74,1.658704418509347,1.1728811423120484,1.3756501739912157
1152,neural_net,2023112605,1897,53529,Elijah Molden,FS,5,32.935890197753906,14.964323043823242,35.05,15.81,2.276978210295696,1.6100667331140954,2.592314885080696
1153,neural_net,2023112605,1897,53529,Elijah Molden,FS,6,33.18667221069336,15.081133842468262,35.88,15.88,2.80930626993586,1.986479513901532,3.946100859150467
1154,neural_net,2023112605,1897,53529,Elijah Molden,FS,7,33.364253997802734,15.091316223144531,36.72,15.95,3.463866201211833,2.4493232799997733,5.999184529948848
1155,neural_net,2023112605,1897,53529,Elijah Molden,FS,8,33.82764434814453,15.127928733825684,37.57,16.02,3.847208984303871,2.720387561443077,7.400508484454211
1156,neural_net,2023112605,1897,53529,Elijah Molden,FS,9,33.84814453125,15.233956336975098,38.41,16.08,4.639646020712016,3.280725163550647,10.76315759875442
1157,neural_net,2023112605,1897,53529,Elijah Molden,FS,10,34.23961639404297,15.298969268798828,39.27,16.12,5.096945230690441,3.604084535957642,12.989425342329012
1158,neural_net,2023112608,925,47913,Drue Tranquill,ILB,1,88.42005157470703,26.006574630737305,86.93,27.15,1.8782106565453225,1.328095491740035,1.7638376351802052
1159,neural_net,2023112608,925,47913,Drue Tranquill,ILB,2,88.19918823242188,26.02542495727539,86.91,27.07,1.659259870694813,1.173273906319016,1.376571659249083
1160,neural_net,2023112608,925,47913,Drue Tranquill,ILB,3,88.19811248779297,26.104555130004883,86.86,26.95,1.582820917914768,1.1192234044614482,1.2526610290942743
1161,neural_net,2023112608,925,47913,Drue Tranquill,ILB,4,88.01515197753906,25.94893455505371,86.77,26.78,1.497021449730505,1.0585540186861564,1.1205366104766117
1162,neural_net,2023112608,925,47913,Drue Tranquill,ILB,5,88.00244140625,25.96134376525879,86.61,26.59,1.5277767282291204,1.080301284669808,1.1670508656592378
1163,neural_net,2023112608,925,47913,Drue Tranquill,ILB,6,88.00811767578125,26.040861129760746,86.41,26.39,1.635811131016176,1.156693143481974,1.3379390281782106
1164,neural_net,2023112608,925,47913,Drue Tranquill,ILB,7,87.76747131347656,25.93437957763672,86.16,26.19,1.6276688311752052,1.1509356680499694,1.324652911989629
1165,neural_net,2023112608,3101,47807,Josh Jacobs,RB,1,17.060882568359375,29.80368995666504,17.09,31.23,1.4266072215377033,1.0087636404390092,1.017604082271763
1166,neural_net,2023112608,3101,47807,Josh Jacobs,RB,2,17.21559715270996,30.173452377319336,17.2,31.5,1.3266393128549974,0.9380756543084304,0.8799859332061897
1167,neural_net,2023112608,3101,47807,Josh Jacobs,RB,3,17.442523956298828,30.406156539916992,17.3,31.76,1.3613247931807475,0.962601992655481,0.9266025962643026
1168,neural_net,2023112608,3101,47807,Josh Jacobs,RB,4,17.48526382446289,30.768762588500977,17.41,32.01,1.2435171711631374,0.8792994242513672,0.7731674774887859
1169,neural_net,2023112608,3101,47807,Josh Jacobs,RB,5,17.60188865661621,30.981691360473636,17.51,32.25,1.2716329385132945,0.8991802740029265,0.808525165155978
1170,neural_net,2023112608,3101,47807,Josh Jacobs,RB,6,17.72382926940918,31.3779411315918,17.6,32.47,1.099056986707884,0.7771506482115978,0.6039631300157067
1171,neural_net,2023112608,3101,47807,Josh Jacobs,RB,7,17.768653869628906,31.722000122070312,17.67,32.65,0.9332289962438316,0.6598925516439283,0.4354581797151346
1172,neural_net,2023112610,3534,53533,Brandon Stephens,CB,1,12.262837409973145,8.961323738098145,10.74,9.76,1.7195690008078288,1.2159189011893916,1.4784587742696176
1173,neural_net,2023112610,3534,53533,Brandon Stephens,CB,2,12.175114631652832,8.519834518432617,10.67,9.02,1.5860439979291154,1.1215024661959,1.257767781683486
1174,neural_net,2023112610,3534,53533,Brandon Stephens,CB,3,11.860185623168944,7.972136497497559,10.62,8.28,1.277826402954649,0.9035597147084464,0.8164201580440089
1175,neural_net,2023112610,3534,53533,Brandon Stephens,CB,4,11.638786315917969,7.632632732391357,10.58,7.54,1.0628307889242925,0.7515348581022152,0.5648046429427167
1176,neural_net,2023112610,3534,53533,Brandon Stephens,CB,5,11.47348690032959,7.006593704223633,10.54,6.8,0.9560746580219502,0.6760468740079305,0.4570393758558946
1177,neural_net,2023112610,3534,53533,Brandon Stephens,CB,6,11.25177764892578,6.593770503997803,10.51,6.09,0.8966709547788755,0.6340421126171589,0.40200940057203
1178,neural_net,2023112610,3534,53533,Brandon Stephens,CB,7,11.110610008239746,5.829751491546631,10.48,5.4,0.7631220917904852,0.5396088059783151,0.2911776634893429
1179,neural_net,2023112610,3534,53533,Brandon Stephens,CB,8,10.90410041809082,5.39951753616333,10.45,4.74,0.800731272161396,0.5662025124534541,0.3205852851086038
1180,neural_net,2023112610,3534,53533,Brandon Stephens,CB,9,10.732633590698242,5.073698043823242,10.42,4.1,1.0226571481088298,0.7231278042566491,0.5229138212890426
1181,neural_net,2023112610,3534,53533,Brandon Stephens,CB,10,10.392294883728027,4.493655204772949,10.38,3.49,1.00373050876902,0.7097446492343975,0.503737467116858
1182,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,1,47.18238067626953,41.87801361083984,46.08,42.61,1.3232714118155036,0.9356941886450392,0.8755236146640979
1183,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,2,46.83307266235352,42.17023849487305,45.78,42.93,1.298537476112681,0.9182046549841412,0.8430997884345459
1184,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,3,46.62389373779297,42.38669204711914,45.53,43.28,1.4123040070264137,0.9986497404653104,0.9973013041314316
1185,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,4,46.34565734863281,42.490631103515625,45.33,43.64,1.533821603067824,1.0845756566596794,1.1763043550187746
1186,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,5,46.20473861694336,42.8165397644043,45.17,44.02,1.5871359563861962,1.1222745974256758,1.2595002720269628
1187,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,6,45.80365753173828,42.98605346679688,45.06,44.4,1.597582962874918,1.129661746556951,1.2761356616341009
1188,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,7,45.64142608642578,43.17475509643555,45.0,44.8,1.7472402298795988,1.2354854149098065,1.5264242104548569
1189,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,8,45.41145324707031,43.62958526611328,45.0,45.21,1.6330966002080018,1.1547736803397743,1.3335022528054674
1190,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,9,45.08038330078125,43.63489532470703,45.04,45.62,1.9855153947657975,1.4039713997891805,1.971135691425991
1191,neural_net,2023112700,2045,52458,Jaylon Johnson,CB,10,44.705116271972656,43.999122619628906,45.13,46.04,2.084635858861876,1.4740601521058752,2.172853332026396
1192,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,1,46.79218673706055,19.79104804992676,45.18,21.39,2.270637226374341,1.6055829803839103,2.57789670689848
1193,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,2,46.551944732666016,19.50162124633789,45.15,21.2,2.202257801516627,1.5572314253733848,2.4249697121704235
1194,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,3,46.36289596557617,19.200214385986328,45.12,20.99,2.179018798766046,1.540798968940436,2.374061462687911
1195,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,4,46.40862274169922,18.94068145751953,45.09,20.78,2.2631523668632734,1.6002903854674055,2.560929317819417
1196,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,5,46.18345260620117,18.66580581665039,45.02,20.57,2.23149668491324,1.5779064380974523,2.489788727389389
1197,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,6,46.09735870361328,18.29802894592285,44.96,20.36,2.3548480733450523,1.665129041326363,2.772654724268453
1198,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,7,45.976505279541016,17.960248947143555,44.86,20.17,2.475799619283261,1.7506546996542665,3.06479187742157
1199,neural_net,2023112700,2541,48516,T.J. Edwards,OLB,8,45.83892440795898,17.67780113220215,44.74,20.01,2.578136228628268,1.8230176100857596,3.323393206682794
1200,neural_net,2023113000,2850,55149,Markquese Bell,SS,1,90.4704818725586,32.71004867553711,93.67,32.63,3.200519338838842,2.263108927811631,5.12166201914071
1201,neural_net,2023113000,2850,55149,Markquese Bell,SS,2,90.35790252685548,33.06100845336914,93.63,33.04,3.2721649146813734,2.3137700003319,5.353531614435879
1202,neural_net,2023113000,2850,55149,Markquese Bell,SS,3,90.40097045898438,33.54317092895508,93.64,33.45,3.240369298332251,2.2912871043994296,5.249996594787123
1203,neural_net,2023113000,2850,55149,Markquese Bell,SS,4,90.4986572265625,33.805572509765625,93.68,33.86,3.18180832134751,2.24987824046061,5.06195209689813
1204,neural_net,2023113000,2850,55149,Markquese Bell,SS,5,90.6492156982422,34.25423049926758,93.76,34.26,3.110789652033961,2.1996604577981547,4.838506129600788
1205,neural_net,2023113000,2850,55149,Markquese Bell,SS,6,90.72113037109376,34.64240264892578,93.88,34.66,3.1589186439652277,2.2336927943644254,4.989383499595555
1206,neural_net,2023113000,2850,55149,Markquese Bell,SS,7,90.8668975830078,35.11503982543945,94.04,35.05,3.173768915282727,2.2441935219154896,5.036404563807449
1207,neural_net,2023113000,2850,55149,Markquese Bell,SS,8,91.0708465576172,35.66021728515625,94.23,35.42,3.1682731600364,2.24030743611307,5.018977408303518
1208,neural_net,2023113000,2850,55149,Markquese Bell,SS,9,91.18704986572266,35.722171783447266,94.45,35.79,3.2636550439256413,2.3077526130135007,5.32572212287064
1209,neural_net,2023113000,3822,47847,DK Metcalf,WR,1,5.598880767822266,24.30615997314453,5.0,24.77,0.7574996663898064,0.5356331508507796,0.2869028722903339
1210,neural_net,2023113000,3822,47847,DK Metcalf,WR,2,5.423117637634277,23.989913940429688,4.63,24.33,0.8629566124902445,0.6102024725616236,0.372347057520319
1211,neural_net,2023113000,3822,47847,DK Metcalf,WR,3,5.2475199699401855,23.60348320007324,4.28,23.88,1.0062586312051147,0.7115323017526299,0.5062782164373956
1212,neural_net,2023113000,3822,47847,DK Metcalf,WR,4,5.10224199295044,23.60545539855957,3.97,23.4,1.1507318764150296,0.8136903131405876,0.6620919256988275
1213,neural_net,2023113000,3822,47847,DK Metcalf,WR,5,5.0415358543396,23.266359329223636,3.7,22.88,1.3960630285760078,0.987165634469924,0.9744959898784076
1214,neural_net,2023113000,3822,47847,DK Metcalf,WR,6,4.731510639190674,22.69268226623535,3.46,22.33,1.3222245391069885,0.9349539378538088,0.8741388659083439
1215,neural_net,2023113000,3822,47847,DK Metcalf,WR,7,4.706557750701904,22.39976119995117,3.25,21.74,1.599013859255386,1.130673543090755,1.2784226610454017
1216,neural_net,2023113000,3822,47847,DK Metcalf,WR,8,4.28087043762207,22.04224967956543,3.06,21.11,1.5361035415978157,1.0861892308684875,1.1798070452546765
1217,neural_net,2023113000,3822,47847,DK Metcalf,WR,9,4.1223626136779785,21.81926727294922,2.87,20.46,1.848247720260772,1.306908496308969,1.7080098177245704
1218,neural_net,2023113000,3822,47847,DK Metcalf,WR,10,3.8696272373199454,21.47501945495605,2.7,19.79,2.0511748920706623,1.45039967558275,2.1036592189305465
1219,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,1,86.6941146850586,37.64586639404297,87.67,38.89,1.581208581240925,1.118083310265818,1.250110288694969
1220,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,2,86.93036651611328,38.06239700317383,88.32,39.32,1.8742055696121729,1.3252634676103634,1.7563232585826447
1221,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,3,87.38079071044922,38.49787521362305,88.96,39.78,2.034145016473903,1.438357735065518,2.068872974022807
1222,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,4,87.63133239746094,38.87107849121094,89.59,40.27,2.406940000288501,1.7019635961131496,2.896680082494404
1223,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,5,87.97297668457031,39.09835433959961,90.22,40.78,2.806607544212067,1.9845712266416755,3.938522953614045
1224,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,6,88.25977325439453,39.59210968017578,90.86,41.31,3.116460537133074,2.203670379107067,4.856163139753884
1225,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,7,88.50912475585938,39.910301208496094,91.5,41.85,3.564795383717692,2.5206909893692804,6.353883063887482
1226,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,8,89.10861206054688,40.408302307128906,92.16,42.38,3.632982266556385,2.568906396612493,6.599280074556584
1227,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,9,89.28367614746094,40.73669052124024,92.83,42.9,4.154072792811812,2.9373730413397725,8.628160383989664
1228,neural_net,2023120301,2492,53953,Jerry Jacobs,CB,10,89.75843811035156,41.17105865478516,93.53,43.41,4.386061722634662,3.10141398677772,9.61876871738047
1229,neural_net,2023120303,75,52863,Krys Barnes,ILB,1,78.25176239013672,25.605566024780277,78.8,26.85,1.3598457249077098,0.961556133449778,0.9245901977748876
1230,neural_net,2023120303,75,52863,Krys Barnes,ILB,2,77.94155883789062,25.605175018310547,78.42,26.79,1.2777778299986198,0.9035253684418556,0.8163580914179909
1231,neural_net,2023120303,75,52863,Krys Barnes,ILB,3,77.8975830078125,25.704214096069336,78.02,26.72,1.0231358280308962,0.72346628207556,0.5234034613002337
1232,neural_net,2023120303,75,52863,Krys Barnes,ILB,4,77.79557800292969,25.553606033325195,77.63,26.63,1.0890546572822246,0.7700779332470524,0.5930200232740517
1233,neural_net,2023120303,75,52863,Krys Barnes,ILB,5,77.65635681152344,25.60696792602539,77.23,26.51,0.9986225800367804,0.7061327981900132,0.4986235286796578
1234,neural_net,2023120303,75,52863,Krys Barnes,ILB,6,77.60308074951172,25.61455345153809,76.83,26.36,1.073938732833202,0.7593893605652451,0.5766722009396918
1235,neural_net,2023120303,75,52863,Krys Barnes,ILB,7,77.43571472167969,25.583837509155277,76.44,26.18,1.160541908963158,0.8206270536790298,0.6734287612299252
1236,neural_net,2023120303,75,52863,Krys Barnes,ILB,8,77.35136413574219,25.685884475708008,76.07,25.97,1.3124845444842592,0.9280667216073566,0.8613078397550267
1237,neural_net,2023120303,3826,49410,Jalen Thompson,FS,1,17.25122833251953,13.860602378845217,16.03,14.25,1.2818069852787657,0.9063744114629002,0.8215145737547187
1238,neural_net,2023120303,3826,49410,Jalen Thompson,FS,2,17.026348114013672,13.77907657623291,15.49,14.25,1.6069021122911886,1.1362513803040866,1.291067199242942
1239,neural_net,2023120303,3826,49410,Jalen Thompson,FS,3,16.758472442626953,13.673696517944336,14.96,14.3,1.904405203343975,1.346617833411471,1.8133795892618036
1240,neural_net,2023120303,3826,49410,Jalen Thompson,FS,4,16.485992431640625,13.573675155639648,14.44,14.4,2.2065579028744926,1.560272056203321,2.434448889368939
1241,neural_net,2023120303,3826,49410,Jalen Thompson,FS,5,16.296613693237305,13.45656394958496,13.93,14.56,2.6112126474827475,1.8464061701551284,3.409215745186929
1242,neural_net,2023120303,3826,49410,Jalen Thompson,FS,6,16.010847091674805,13.401863098144531,13.44,14.78,2.916936079009719,2.0625852817554717,4.254258044514297
1243,neural_net,2023120303,3826,49410,Jalen Thompson,FS,7,15.816905975341797,13.184690475463867,12.97,15.07,3.414566683452453,2.4144632566828887,5.829632817871741
1244,neural_net,2023120303,3826,49410,Jalen Thompson,FS,8,15.54399299621582,13.208934783935549,12.53,15.42,3.738042692496725,2.643195336229255,6.986481585464085
1245,neural_net,2023120303,3826,49410,Jalen Thompson,FS,9,15.378307342529297,13.029789924621582,12.13,15.83,4.288668448106073,3.0325465419165907,9.196338528890273
1246,neural_net,2023120303,3826,49410,Jalen Thompson,FS,10,14.908167839050291,12.925877571105955,11.77,16.31,4.6152336885355325,3.263463037924077,10.65019099989665
1247,neural_net,2023120304,1371,46124,Donte Jackson,CB,1,74.22119903564453,9.419148445129396,74.49,10.43,1.045980317416512,0.7396197754328732,0.5470374122113737
1248,neural_net,2023120304,1371,46124,Donte Jackson,CB,2,74.03475189208984,9.316302299499512,74.21,10.44,1.1372811532053857,0.804179215547185,0.6467042107180858
